Team,Sport
Tajikistan,Wrestling
Tajikistan,Swimming
Tajikistan,Archery
Tajikistan,Shooting
Tajikistan,Weightlifting
Tajikistan,Taekwondo
Tan-Fe-Pah,Sailing
Tango,Sailing
Tantalus,Sailing
Tanzania,Athletics
Tanzania,Boxing
Tanzania,Hockey
Tanzania,Swimming
Tanzania,Judo
Tengiri,Sailing
Teresita,Sailing
Terrible,Sailing
Thailand,Athletics
Thailand,Basketball
Thailand,Boxing
Thailand,Football
Thailand,Shooting
Thailand,Cycling
Thailand,Judo
Thailand,Sailing
Thailand,Swimming
Thailand,Weightlifting
Thailand,Archery
Thailand,Diving
Thailand,Fencing
Thailand,Badminton
Thailand,Tennis
Thailand,Rowing
Thailand,Table Tennis
Thailand,Equestrianism
Thailand,Taekwondo
Thailand,Canoeing
Thailand,Golf
Thailand,Canoe Sprint
Thailand,Cycling BMX Racing
Thailand,Cycling Road
Thailand,Equestrian
Thailand,Cycling Track
Thailand,Modern Pentathlon
Thailand,Skateboarding
Thailand-1,Badminton
Thailand-2,Badminton
Thalatta,Sailing
Thames Rowing Club,Rowing
The Cloud,Sailing
The Gambia,Athletics
The Gambia,Judo
The Gambia,Swimming
Thessalonki-1,Football
Three Leaves,Sailing
Three Star Too,Sailing
Tichiboo,Sailing
Tilly,Sailing
Tim-Tam III,Sailing
Timor Leste,Athletics
Timor Leste,Cycling
Timor-Leste,Athletics
Timor-Leste,Swimming
Timor-Leste,Taekwondo
Tineke,Sailing
Tip,Sailing
Titia,Sailing
Tlaloc,Sailing
Togo,Athletics
Togo,Boxing
Togo,Cycling
Togo,Judo
Togo,Canoeing
Togo,Tennis
Togo,Swimming
Togo,Table Tennis
Togo,Rowing
Togo,Triathlon
Tom Kyle,Sailing
Tomahawk II,Sailing
Tonga,Boxing
Tonga,Athletics
Tonga,Weightlifting
Tonga,Archery
Tonga,Judo
Tonga,Swimming
Tonga,Taekwondo
Tornade-16,Sailing
Tornado,Sailing
Toronto Argonauts,Rowing
Tournade-40,Sailing
Tramontane,Sailing
Trans-Mississippi Golf Association-2,Golf
Trickson VI,Sailing
Trinidad and Tobago,Athletics
Trinidad and Tobago,Cycling
Trinidad and Tobago,Weightlifting
Trinidad and Tobago,Shooting
Trinidad and Tobago,Swimming
Trinidad and Tobago,Sailing
Trinidad and Tobago,Boxing
Trinidad and Tobago,Badminton
Trinidad and Tobago,Table Tennis
Trinidad and Tobago,Taekwondo
Trinidad and Tobago,Gymnastics
Trinidad and Tobago,Judo
Trinidad and Tobago,Rowing
Trinidad and Tobago,Cycling Road
Trinidad and Tobago,Cycling Track
Trintel II,Sailing
Tritons Lillois-2,Swimming
Tritons Lillois-2,Water Polo
Tu-Fri,Sailing
Tulilind,Sailing
Tunisia,Athletics
Tunisia,Boxing
Tunisia,Cycling
Tunisia,Fencing
Tunisia,Football
Tunisia,Modern Pentathlon
Tunisia,Shooting
Tunisia,Judo
Tunisia,Handball
Tunisia,Volleyball
Tunisia,Wrestling
Tunisia,Swimming
Tunisia,Weightlifting
Tunisia,Table Tennis
Tunisia,Sailing
Tunisia,Tennis
Tunisia,Rowing
Tunisia,Gymnastics
Tunisia,Taekwondo
Tunisia,Basketball
Tunisia,Canoeing
Tunisia,Beach Volleyball
Tunisia,Archery
Tunisia,Canoe Sprint
Tunisia,Marathon Swimming
Tunisia,Canoe Slalom
Tunisia,"Marathon Swimming, Swimming"
Turkey,Athletics
Turkey,Fencing
Turkey,Football
Turkey,Weightlifting
Turkey,Wrestling
Turkey,Cycling
Turkey,Art Competitions
Turkey,Basketball
Turkey,Equestrianism
Turkey,Sailing
Turkey,Swimming
Turkey,Boxing
Turkey,Shooting
Turkey,Diving
Turkey,Judo
Turkey,Archery
Turkey,Rowing
Turkey,Taekwondo
Turkey,Table Tennis
Turkey,Badminton
Turkey,Gymnastics
Turkey,Volleyball
Turkey,Canoeing
Turkey,Modern Pentathlon
Turkey,Tennis
Turkey,Artistic Gymnastics
Turkey,Cycling Road
Turkey,Karate
Turkmenistan,Athletics
Turkmenistan,Boxing
Turkmenistan,Judo
Turkmenistan,Shooting
Turkmenistan,Table Tennis
Turkmenistan,Wrestling
Turkmenistan,Weightlifting
Turkmenistan,Swimming
"Turnverein Vorwrts, Chicago",Gymnastics
"Turnverein Vorwrts, Cleveland",Gymnastics
Turquoise-1,Sailing
Turquoise-3,Sailing
Tutti V,Sailing
Tuvalu,Athletics
Tuvalu,Weightlifting
Twinkle,Sailing
Twins II,Sailing
Twins VIII,Sailing
Türkiye,Archery
Türkiye,Artistic Gymnastics
Türkiye,Athletics
Türkiye,Badminton
Türkiye,Boxing
Türkiye,Cycling Road
Türkiye,Fencing
Türkiye,Judo
Türkiye,"Marathon Swimming, Swimming"
Türkiye,Modern Pentathlon
Türkiye,Rowing
Türkiye,Sailing
Türkiye,Shooting
Türkiye,Swimming
Türkiye,Table Tennis
Türkiye,Taekwondo
Türkiye,Volleyball
Türkiye,Weightlifting
Türkiye,Wrestling
UA Emirates,Athletics
UA Emirates,Cycling Road
UA Emirates,Equestrian
UA Emirates,Judo
UA Emirates,Swimming
USFSA,Football
Ubu,Sailing
Uganda,Athletics
Uganda,Boxing
Uganda,Hockey
Uganda,Cycling
Uganda,Swimming
Uganda,Weightlifting
Uganda,Table Tennis
Uganda,Archery
Uganda,Badminton
Uganda,Rowing
Uganda,Cycling Road
Ukraine,Archery
Ukraine,Athletics
Ukraine,Badminton
Ukraine,Basketball
Ukraine,Boxing
Ukraine,Canoeing
Ukraine,Cycling
Ukraine,Diving
Ukraine,Fencing
Ukraine,Gymnastics
Ukraine,Judo
Ukraine,Modern Pentathlon
Ukraine,Rhythmic Gymnastics
Ukraine,Rowing
Ukraine,Sailing
Ukraine,Shooting
Ukraine,Swimming
Ukraine,Volleyball
Ukraine,Water Polo
Ukraine,Weightlifting
Ukraine,Wrestling
Ukraine,Synchronized Swimming
Ukraine,Table Tennis
Ukraine,Tennis
Ukraine,Trampolining
Ukraine,Triathlon
Ukraine,Handball
Ukraine,Taekwondo
Ukraine,Equestrianism
Ukraine,Artistic Gymnastics
Ukraine,Artistic Swimming
Ukraine,Canoe Slalom
Ukraine,Canoe Sprint
Ukraine,Cycling Mountain Bike
Ukraine,Cycling Road
Ukraine,Cycling Track
Ukraine,Equestrian
Ukraine,Karate
Ukraine,Marathon Swimming
Ukraine,Trampoline Gymnastics
Ukraine,Breaking
Ukraine,Football
Ukraine,Sport Climbing
Ukraine-1,Tennis
Ukraine-2,Tennis
Umberta V,Sailing
Unified Team,Archery
Unified Team,Athletics
Unified Team,Badminton
Unified Team,Basketball
Unified Team,Boxing
Unified Team,Canoeing
Unified Team,Cycling
Unified Team,Diving
Unified Team,Equestrianism
Unified Team,Fencing
Unified Team,Gymnastics
Unified Team,Handball
Unified Team,Hockey
Unified Team,Judo
Unified Team,Modern Pentathlon
Unified Team,Rhythmic Gymnastics
Unified Team,Rowing
Unified Team,Sailing
Unified Team,Shooting
Unified Team,Swimming
Unified Team,Synchronized Swimming
Unified Team,Table Tennis
Unified Team,Tennis
Unified Team,Volleyball
Unified Team,Water Polo
Unified Team,Weightlifting
Unified Team,Wrestling
Unified Team-1,Table Tennis
Unified Team-2,Table Tennis
Union des Socits Franais de Sports Athletiques,Cricket
Union des Socits Franais de Sports Athletiques,Rugby
Unique,Sailing
United Arab Emirates,Athletics
United Arab Emirates,Cycling
United Arab Emirates,Swimming
United Arab Emirates,Shooting
United Arab Emirates,Equestrianism
United Arab Emirates,Judo
United Arab Emirates,Sailing
United Arab Emirates,Taekwondo
United Arab Emirates,Football
United Arab Emirates,Weightlifting
United Arab Republic,Athletics
United Arab Republic,Boxing
United Arab Republic,Diving
United Arab Republic,Equestrianism
United Arab Republic,Fencing
United Arab Republic,Football
United Arab Republic,Gymnastics
United Arab Republic,Rowing
United Arab Republic,Shooting
United Arab Republic,Water Polo
United Arab Republic,Weightlifting
United Arab Republic,Wrestling
United States,Athletics
United States,Shooting
United States,Swimming
United States,Cycling
United States,Fencing
United States,Golf
United States,Tennis
United States,Archery
United States,Boxing
United States,Diving
United States,Gymnastics
United States,Roque
United States,Rowing
United States,Weightlifting
United States,Wrestling
United States,Figure Skating
United States,Jeu De Paume
United States,Tug-Of-War
United States,Art Competitions
United States,Equestrianism
United States,Modern Pentathlon
United States,Ice Hockey
United States,Polo
United States,Rugby
United States,Water Polo
United States,Football
United States,Sailing
United States,Hockey
United States,Basketball
United States,Canoeing
United States,Handball
United States,Judo
United States,Volleyball
United States,Rhythmic Gymnastics
United States,Synchronized Swimming
United States,Table Tennis
United States,Badminton
United States,Baseball
United States,Softball
United States,Taekwondo
United States,Trampolining
United States,Triathlon
United States,Rugby Sevens
United States,3x3 Basketball
United States,Artistic Gymnastics
United States,Artistic Swimming
United States,Baseball/Softball
United States,Beach Volleyball
United States,Canoe Slalom
United States,Canoe Sprint
United States,Cycling BMX Freestyle
United States,Cycling BMX Racing
United States,Cycling Mountain Bike
United States,Cycling Road
United States,Cycling Track
United States,Equestrian
United States,Karate
United States,Marathon Swimming
United States,Skateboarding
United States,Sport Climbing
United States,Surfing
United States,Trampoline Gymnastics
United States,Breaking
United States,"Cycling Road, Cycling Track"
United States,"Cycling Road, Triathlon"
United States,"Marathon Swimming, Swimming"
United States Golf Association-3,Golf
United States Virgin Islands,Athletics
United States Virgin Islands,Sailing
United States Virgin Islands,Weightlifting
United States Virgin Islands,Boxing
United States Virgin Islands,Shooting
United States Virgin Islands,Swimming
United States Virgin Islands,Wrestling
United States Virgin Islands,Equestrianism
United States Virgin Islands,Fencing
United States Virgin Islands,Cycling
United States-1,Tennis
United States-1,Canoeing
United States-1,Beach Volleyball
United States-1,Table Tennis
United States-10,Tennis
United States-11,Tennis
United States-12,Tennis
United States-13,Tennis
United States-14,Tennis
United States-2,Tennis
United States-2,Canoeing
United States-2,Beach Volleyball
United States-2,Table Tennis
United States-3,Tennis
United States-3,Canoeing
United States-3,Beach Volleyball
United States-4,Tennis
United States-5,Tennis
United States-6,Tennis
United States-7,Tennis
United States-8,Tennis
United States-9,Tennis
United States/France,Tennis
United States/Great Britain,Tennis
Univ. of Brussels,Football
Unknown,Art Competitions
Upton Park FC,Football
Uragan,Sailing
Uruguay,Art Competitions
Uruguay,Boxing
Uruguay,Fencing
Uruguay,Football
Uruguay,Rowing
Uruguay,Basketball
Uruguay,Water Polo
Uruguay,Athletics
Uruguay,Cycling
Uruguay,Modern Pentathlon
Uruguay,Sailing
Uruguay,Swimming
Uruguay,Equestrianism
Uruguay,Shooting
Uruguay,Weightlifting
Uruguay,Canoeing
Uruguay,Judo
Uruguay,Diving
Uruguay,Tennis
Uruguay,Canoe Sprint
Uruguay,Cycling Road
Uruguay,Rugby Sevens
Uruguay,Taekwondo
Uzbekistan,Athletics
Uzbekistan,Boxing
Uzbekistan,Canoeing
Uzbekistan,Cycling
Uzbekistan,Fencing
Uzbekistan,Gymnastics
Uzbekistan,Judo
Uzbekistan,Shooting
Uzbekistan,Swimming
Uzbekistan,Tennis
Uzbekistan,Weightlifting
Uzbekistan,Wrestling
Uzbekistan,Trampolining
Uzbekistan,Rowing
Uzbekistan,Table Tennis
Uzbekistan,Taekwondo
Uzbekistan,Rhythmic Gymnastics
Uzbekistan,Artistic Gymnastics
Uzbekistan,Canoe Sprint
Uzbekistan,Cycling Road
Uzbekistan,Modern Pentathlon
Uzbekistan,Archery
Uzbekistan,Diving
Uzbekistan,Football
Vanuatu,Athletics
Vanuatu,Boxing
Vanuatu,Archery
Vanuatu,Table Tennis
Vanuatu,Judo
Vanuatu,Rowing
Vanuatu,Swimming
Vanuatu,Weightlifting
Vaxholm Roddklubb,Rowing
Venezuela,Art Competitions
Venezuela,Cycling
Venezuela,Athletics
Venezuela,Boxing
Venezuela,Diving
Venezuela,Fencing
Venezuela,Shooting
Venezuela,Swimming
Venezuela,Wrestling
Venezuela,Equestrianism
Venezuela,Weightlifting
Venezuela,Judo
Venezuela,Sailing
Venezuela,Football
Venezuela,Synchronized Swimming
Venezuela,Table Tennis
Venezuela,Basketball
Venezuela,Tennis
Venezuela,Gymnastics
Venezuela,Taekwondo
Venezuela,Triathlon
Venezuela,Archery
Venezuela,Canoeing
Venezuela,Rowing
Venezuela,Softball
Venezuela,Volleyball
Venezuela,Beach Volleyball
Venezuela,Golf
Venezuela,Cycling BMX Freestyle
Venezuela,Cycling Road
Venezuela,Karate
Venezuela,Marathon Swimming
Venezuela,Equestrian
Venilia,Sailing
Vento Sul,Sailing
Verveine-19,Sailing
Verveine-41,Sailing
Vesania,Sailing
Vesper Boat Club,Rowing
Vicking,Sailing
Vietnam,Athletics
Vietnam,Shooting
Vietnam,Swimming
Vietnam,Wrestling
Vietnam,Boxing
Vietnam,Cycling
Vietnam,Judo
Vietnam,Taekwondo
Vietnam,Canoeing
Vietnam,Rowing
Vietnam,Table Tennis
Vietnam,Weightlifting
Vietnam,Badminton
Vietnam,Gymnastics
Vietnam,Fencing
Vietnam,Archery
Vietnam,Artistic Gymnastics
Vietnam,Canoe Sprint
Vietnam,Cycling Road
Viking,Sailing
Viktoriya,Sailing
Vim III,Sailing
Vinga-1,Sailing
Vinha,Sailing
Virgin Islands,Archery
Virgin Islands,Athletics
Virgin Islands,Swimming
"Virgin Islands, B",Athletics
"Virgin Islands, B",Sailing
"Virgin Islands, US",Archery
"Virgin Islands, US",Athletics
"Virgin Islands, US",Fencing
"Virgin Islands, US",Swimming
Virginie,Sailing
Vision,Sailing
Voloira II,Sailing
Wales-4,Hockey
Wannsee,Sailing
Web II,Sailing
Web III,Sailing
Wendehals,Sailing
West Germany,Athletics
West Germany,Boxing
West Germany,Canoeing
West Germany,Cycling
West Germany,Diving
West Germany,Equestrianism
West Germany,Fencing
West Germany,Gymnastics
West Germany,Hockey
West Germany,Modern Pentathlon
West Germany,Rowing
West Germany,Sailing
West Germany,Shooting
West Germany,Swimming
West Germany,Water Polo
West Germany,Weightlifting
West Germany,Wrestling
West Germany,Archery
West Germany,Basketball
West Germany,Football
West Germany,Handball
West Germany,Judo
West Germany,Volleyball
West Germany,Rhythmic Gymnastics
West Germany,Synchronized Swimming
West Germany,Table Tennis
West Germany,Tennis
West Germany-1,Canoeing
West Germany-1,Table Tennis
West Germany-2,Canoeing
West Germany-2,Table Tennis
West Germany-3,Canoeing
West Indies Federation,Athletics
West Indies Federation,Cycling
West Indies Federation,Shooting
West Indies Federation,Weightlifting
Western Golf Association-1,Golf
Western Rowing Club-3,Rowing
Whirlaway,Sailing
Whisper,Equestrianism
White Lady,Sailing
Whitini Star,Equestrianism
Widgeon,Sailing
Wiking,Sailing
Willem-Six,Sailing
Windor,Sailing
Winnipeg Shamrocks-1,Lacrosse
Wolseley-Siddeley-1,Motorboating
Xantippa,Sailing
Xolotl,Sailing
Yangon,Sailing
Yemen,Athletics
Yemen,Judo
Yemen,Wrestling
Yemen,Swimming
Yemen,Taekwondo
Yemen,Gymnastics
Yemen,Shooting
Yeoman,Sailing
Yeoman V,Sailing
Yeoman VII,Sailing
Yeoman XII,Sailing
Ylliam II,Sailing
Ylliam VII,Sailing
Ylliam VIII,Sailing
Yugoslavia,Football
Yugoslavia,Art Competitions
Yugoslavia,Athletics
Yugoslavia,Cycling
Yugoslavia,Equestrianism
Yugoslavia,Gymnastics
Yugoslavia,Swimming
Yugoslavia,Tennis
Yugoslavia,Wrestling
Yugoslavia,Fencing
Yugoslavia,Canoeing
Yugoslavia,Diving
Yugoslavia,Rowing
Yugoslavia,Shooting
Yugoslavia,Water Polo
Yugoslavia,Boxing
Yugoslavia,Sailing
Yugoslavia,Basketball
Yugoslavia,Handball
Yugoslavia,Judo
Yugoslavia,Weightlifting
Yugoslavia,Archery
Yugoslavia,Volleyball
Yugoslavia,Rhythmic Gymnastics
Yugoslavia,Table Tennis
Yugoslavia-1,Canoeing
Yugoslavia-2,Canoeing
Zambia,Athletics
Zambia,Boxing
Zambia,Fencing
Zambia,Swimming
Zambia,Wrestling
Zambia,Football
Zambia,Judo
Zambia,Badminton
Zefyros,Sailing
Zimbabwe,Boxing
Zimbabwe,Swimming
Zimbabwe,Athletics
Zimbabwe,Diving
Zimbabwe,Hockey
Zimbabwe,Sailing
Zimbabwe,Shooting
Zimbabwe,Archery
Zimbabwe,Cycling
Zimbabwe,Judo
Zimbabwe,Weightlifting
Zimbabwe,Tennis
Zimbabwe,Rowing
Zimbabwe,Triathlon
Zimbabwe,Equestrianism
Zimbabwe,Football
Zimbabwe,Golf
Zut,Sailing
rn-2,Sailing
